Titles,Dates,Sources
Nỗi ám ảnh của gã tâm thần,"Thứ sáu, 20/11/2020, 00:00 (GMT+7)",https://vnexpress.net/noi-am-anh-cua-ga-tam-than-4194337.html
Kiện vì bị 'vỡ kế hoạch',"Thứ sáu, 20/11/2020, 00:00 (GMT+7)",https://vnexpress.net/kien-vi-bi-vo-ke-hoach-4194041.html
Khởi tố vụ án lột đồ cô gái ở giữa đường,"Thứ năm, 19/11/2020, 21:44 (GMT+7)",https://vnexpress.net/khoi-to-vu-an-lot-do-co-gai-o-giua-duong-4194329.html
Một người bị bắn chết trong hỗn chiến trên sông,"Thứ năm, 19/11/2020, 21:12 (GMT+7)",https://vnexpress.net/mot-nguoi-bi-ban-chet-trong-hon-chien-tren-song-4194341.html
Mẹ thừa nhận thuê người 'bắt cóc' con gái,"Thứ năm, 19/11/2020, 21:03 (GMT+7)",https://vnexpress.net/me-thua-nhan-thue-nguoi-bat-coc-con-gai-4194352.html
Cảnh sát bắt ôtô chở ma túy,"Thứ năm, 19/11/2020, 16:41 (GMT+7)",https://vnexpress.net/canh-sat-bat-oto-cho-ma-tuy-4194249.html
Tử hình bố dượng đánh chết con trong cơn 'phê thuốc',"Thứ năm, 19/11/2020, 16:35 (GMT+7)",https://vnexpress.net/tu-hinh-bo-duong-danh-chet-con-trong-con-phe-thuoc-4194150.html
Ông Trần Phương Bình tiếp tục hầu toà,"Thứ năm, 19/11/2020, 16:17 (GMT+7)",https://vnexpress.net/ong-tran-phuong-binh-tiep-tuc-hau-toa-4194012.html
Cách Trịnh Xuân Thanh thâu tóm 3.400 m2 đất Tam Đảo,"Thứ năm, 19/11/2020, 16:11 (GMT+7)",https://vnexpress.net/cach-trinh-xuan-thanh-thau-tom-3-400-m2-dat-tam-dao-4194140.html
Nam sinh sát hại bé 5 tuổi bị phạt 15 năm tù,"Thứ năm, 19/11/2020, 14:35 (GMT+7)",https://vnexpress.net/nam-sinh-sat-hai-be-5-tuoi-bi-phat-15-nam-tu-4194088.html
Bị 'bắt cóc' vì làm mất tiền mua ma túy,"Thứ năm, 19/11/2020, 11:07 (GMT+7)",https://vnexpress.net/bi-bat-coc-vi-lam-mat-tien-mua-ma-tuy-4193904.html
Lừa bán 'bùa yêu',"Thứ năm, 19/11/2020, 10:49 (GMT+7)",https://vnexpress.net/lua-ban-bua-yeu-4193977.html
Camera ghi hình kẻ cướp ngân hàng bất thành,"Thứ năm, 19/11/2020, 10:47 (GMT+7)",https://vnexpress.net/camera-ghi-hinh-ke-cuop-ngan-hang-bat-thanh-4193946.html
Hiệu phó trường Cao đẳng nghề Cần Thơ bị bắt,"Thứ năm, 19/11/2020, 10:19 (GMT+7)",https://vnexpress.net/hieu-pho-truong-cao-dang-nghe-can-tho-bi-bat-4193964.html
Ông Đinh La Thăng bị truy tố trong vụ án Ethanol Phú Thọ,"Thứ năm, 19/11/2020, 10:00 (GMT+7)",https://vnexpress.net/ong-dinh-la-thang-bi-truy-to-trong-vu-an-ethanol-phu-tho-4193890.html
Ba vụ án gây tranh cãi về phòng vệ chính đáng ở Trung Quốc,"Thứ năm, 19/11/2020, 00:00 (GMT+7)",https://vnexpress.net/ba-vu-an-gay-tranh-cai-ve-phong-ve-chinh-dang-o-trung-quoc-4193775.html
"Đăng clip đánh ghen, có phạm luật?","Thứ năm, 19/11/2020, 00:00 (GMT+7)",https://vnexpress.net/dang-clip-danh-ghen-co-pham-luat-4190955.html
Tài xế ôtô chở ma tuý đâm cảnh sát văng qua capô,"Thứ tư, 18/11/2020, 23:07 (GMT+7)",https://vnexpress.net/tai-xe-oto-cho-ma-tuy-dam-canh-sat-vang-qua-capo-4193755.html
Cựu cán bộ quản lý đất ở Cần Thơ bị khởi tố,"Thứ tư, 18/11/2020, 17:21 (GMT+7)",https://vnexpress.net/cuu-can-bo-quan-ly-dat-o-can-tho-bi-khoi-to-4193687.html
Cướp ngân hàng bất thành,"Thứ tư, 18/11/2020, 17:08 (GMT+7)",https://vnexpress.net/cuop-ngan-hang-bat-thanh-4193686.html
"Dí súng, cướp ôtô giữa ban ngày ở Mỹ","Thứ tư, 18/11/2020, 15:40 (GMT+7)",https://vnexpress.net/di-sung-cuop-oto-giua-ban-ngay-o-my-4193592.html
Nạn nhân ở Anh được quyền giám sát thủ phạm,"Thứ tư, 18/11/2020, 14:44 (GMT+7)",https://vnexpress.net/nan-nhan-o-anh-duoc-quyen-giam-sat-thu-pham-4193068.html
Mẹ hầu tòa vì bạo hành con gái 3 tuổi,"Thứ tư, 18/11/2020, 11:49 (GMT+7)",https://vnexpress.net/me-hau-toa-vi-bao-hanh-con-gai-3-tuoi-4193279.html
Lộ thân phận tội phạm khi về nước tránh Covid-19,"Thứ tư, 18/11/2020, 11:48 (GMT+7)",https://vnexpress.net/lo-than-phan-toi-pham-khi-ve-nuoc-tranh-covid-19-4193182.html
Nhóm thanh niên mang súng bắn người bị bắt,"Thứ tư, 18/11/2020, 00:00 (GMT+7)",https://vnexpress.net/nhom-thanh-nien-mang-sung-ban-nguoi-bi-bat-4193258.html
Cơn ghen của cô gái si tình,"Thứ tư, 18/11/2020, 00:00 (GMT+7)",https://vnexpress.net/con-ghen-cua-co-gai-si-tinh-4193254.html
Em dâu bị chị chồng đâm chết,"Thứ tư, 18/11/2020, 20:39 (GMT+7)",https://vnexpress.net/em-dau-bi-chi-chong-dam-chet-4193720.html
"Gia đình bồi thường thay, có được giảm án không?","Thứ tư, 18/11/2020, 11:26 (GMT+7)",https://vnexpress.net/gia-dinh-boi-thuong-thay-co-duoc-giam-an-khong-4190304.html
Trưởng công an thị trấn bị cáo buộc dùng nhục hình,"Thứ ba, 17/11/2020, 19:49 (GMT+7)",https://vnexpress.net/truong-cong-an-thi-tran-bi-cao-buoc-dung-nhuc-hinh-4193191.html
Trộm tiền nhà chùa đi gửi ngân hàng,"Thứ ba, 17/11/2020, 18:13 (GMT+7)",https://vnexpress.net/trom-tien-nha-chua-di-gui-ngan-hang-4193136.html
Ép nộp tiền bảo kê bán lá chuối,"Thứ ba, 17/11/2020, 18:03 (GMT+7)",https://vnexpress.net/ep-nop-tien-bao-ke-ban-la-chuoi-4193120.html
Ba bảo vệ xịt sơn vào ôtô bị khởi tố,"Thứ ba, 17/11/2020, 17:45 (GMT+7)",https://vnexpress.net/ba-bao-ve-xit-son-vao-oto-bi-khoi-to-4193118.html
Nghi vấn ngăn cấm tình cảm trong vụ 'bắt cóc' chết người,"Thứ ba, 17/11/2020, 17:41 (GMT+7)",https://vnexpress.net/nghi-van-ngan-cam-tinh-cam-trong-vu-bat-coc-chet-nguoi-4193159.html
Người đàn bà đánh mẹ già lĩnh 4 năm tù,"Thứ ba, 17/11/2020, 15:23 (GMT+7)",https://vnexpress.net/nguoi-dan-ba-danh-me-gia-linh-4-nam-tu-4193057.html
Thai phụ là nghi phạm giết cụ bà,"Thứ ba, 17/11/2020, 13:52 (GMT+7)",https://vnexpress.net/thai-phu-la-nghi-pham-giet-cu-ba-4192938.html
'Trùm' giang hồ Tây Nguyên lại hầu tòa,"Thứ ba, 17/11/2020, 13:14 (GMT+7)",https://vnexpress.net/trum-giang-ho-tay-nguyen-lai-hau-toa-4192931.html
Cắt trộm ống xả ôtô trong ba phút,"Thứ ba, 17/11/2020, 12:35 (GMT+7)",https://vnexpress.net/cat-trom-ong-xa-oto-trong-ba-phut-4192942.html
Vướng lao lý khi dùng vũ lực đòi nợ,"Thứ ba, 17/11/2020, 09:58 (GMT+7)",https://vnexpress.net/vuong-lao-ly-khi-dung-vu-luc-doi-no-4192733.html
Điều kiện để công chức được mua nhà ở xã hội?,"Thứ ba, 17/11/2020, 08:05 (GMT+7)",https://vnexpress.net/dieu-kien-de-cong-chuc-duoc-mua-nha-o-xa-hoi-4192735.html
Cái chết bí ẩn của bạn gái triệu phú,"Thứ ba, 17/11/2020, 00:04 (GMT+7)",https://vnexpress.net/cai-chet-bi-an-cua-ban-gai-trieu-phu-4192708.html
Quy định mới về xử lý khủng bố tại phiên tòa,"Thứ ba, 17/11/2020, 00:00 (GMT+7)",https://vnexpress.net/quy-dinh-moi-ve-xu-ly-khung-bo-tai-phien-toa-4192626.html
Bị chém vì vào nhầm phòng karaoke,"Thứ ba, 17/11/2020, 14:33 (GMT+7)",https://vnexpress.net/bi-chem-vi-vao-nham-phong-karaoke-4193024.html
Trộm phá nóc tiệm bạc lấy hàng nghìn dây chuyền,"Thứ hai, 16/11/2020, 21:56 (GMT+7)",https://vnexpress.net/trom-pha-noc-tiem-bac-lay-hang-nghin-day-chuyen-4192698.html
14 người kéo đến trụ sở đánh công an,"Thứ hai, 16/11/2020, 21:23 (GMT+7)",https://vnexpress.net/14-nguoi-keo-den-tru-so-danh-cong-an-4192704.html
Trộm chó trong 15 giây,"Thứ hai, 16/11/2020, 16:58 (GMT+7)",https://vnexpress.net/trom-cho-trong-15-giay-4192599.html
Nữ tài xế mua bán ma tuý lĩnh 15 năm tù,"Thứ hai, 16/11/2020, 16:56 (GMT+7)",https://vnexpress.net/nu-tai-xe-mua-ban-ma-tuy-linh-15-nam-tu-4192455.html
"Bênh mẹ vợ, con rể đánh chết người","Thứ hai, 16/11/2020, 16:14 (GMT+7)",https://vnexpress.net/benh-me-vo-con-re-danh-chet-nguoi-4192597.html
Tại sao con tôi vẫn đóng học phí bậc tiểu học?,"Thứ hai, 16/11/2020, 14:52 (GMT+7)",https://vnexpress.net/tai-sao-con-toi-van-dong-hoc-phi-bac-tieu-hoc-4192531.html
Sản xuất ma túy ở Bình Dương,"Thứ hai, 16/11/2020, 13:53 (GMT+7)",https://vnexpress.net/san-xuat-ma-tuy-o-binh-duong-4192468.html
Đâm chết người khi giải cứu vợ khỏi nhóm 'bắt cóc',"Thứ hai, 16/11/2020, 12:02 (GMT+7)",https://vnexpress.net/dam-chet-nguoi-khi-giai-cuu-vo-khoi-nhom-bat-coc-4192422.html
Thi thể phụ nữ trong ngôi nhà hoang,"Thứ hai, 16/11/2020, 10:14 (GMT+7)",https://vnexpress.net/thi-the-phu-nu-trong-ngoi-nha-hoang-4192303.html
Khách thuê cưỡng đoạt tiền của chủ nhà,"Thứ hai, 16/11/2020, 10:07 (GMT+7)",https://vnexpress.net/khach-thue-cuong-doat-tien-cua-chu-nha-4192340.html
Kế dàn dựng hiện trường,"Thứ hai, 16/11/2020, 08:08 (GMT+7)",https://vnexpress.net/ke-dan-dung-hien-truong-4192168.html
Cặp vợ chồng cho vay nặng lãi,"Thứ hai, 16/11/2020, 16:52 (GMT+7)",https://vnexpress.net/cap-vo-chong-cho-vay-nang-lai-4192629.html
"Mang súng đi tìm người, ba nạn nhân trúng đạn","Chủ nhật, 15/11/2020, 14:11 (GMT+7)",https://vnexpress.net/mang-sung-di-tim-nguoi-ba-nan-nhan-trung-dan-4192069.html
Lộ tội ác do lỗi chính tả,"Chủ nhật, 15/11/2020, 08:00 (GMT+7)",https://vnexpress.net/lo-toi-ac-do-loi-chinh-ta-4191898.html
Điểm khác biệt giữa hợp đồng vay và mượn tài sản?,"Chủ nhật, 15/11/2020, 06:00 (GMT+7)",https://vnexpress.net/diem-khac-biet-giua-hop-dong-vay-va-muon-tai-san-4191912.html
10 năm ngồi tù oan vì giấc mơ của bạn thân,"Chủ nhật, 15/11/2020, 00:03 (GMT+7)",https://vnexpress.net/10-nam-ngoi-tu-oan-vi-giac-mo-cua-ban-than-4191893.html
Đăng ảnh người khác lên mạng xã hội có vi phạm không?,"Chủ nhật, 15/11/2020, 00:00 (GMT+7)",https://vnexpress.net/dang-anh-nguoi-khac-len-mang-xa-hoi-co-vi-pham-khong-4191465.html
Nghi án bố chồng tự tử sau khi đánh con dâu,"Thứ bảy, 14/11/2020, 23:15 (GMT+7)",https://vnexpress.net/nghi-an-bo-chong-tu-tu-sau-khi-danh-con-dau-4191891.html
Cuồng sát người trong gia đình,"Thứ bảy, 14/11/2020, 19:07 (GMT+7)",https://vnexpress.net/cuong-sat-nguoi-trong-gia-dinh-4191844.html
Năm bố con bị khởi tố tội giết người,"Thứ bảy, 14/11/2020, 17:15 (GMT+7)",https://vnexpress.net/nam-bo-con-bi-khoi-to-toi-giet-nguoi-4191814.html
Giả người đi cứu trợ để ăn trộm,"Thứ bảy, 14/11/2020, 15:32 (GMT+7)",https://vnexpress.net/gia-nguoi-di-cuu-tro-de-an-trom-4191788.html
Hiệu trưởng kiện 'đòi danh dự',"Thứ bảy, 14/11/2020, 13:37 (GMT+7)",https://vnexpress.net/hieu-truong-kien-doi-danh-du-4191462.html
"Cướp ngân hàng bất thành, phóng hoả tự thiêu","Thứ bảy, 14/11/2020, 12:11 (GMT+7)",https://vnexpress.net/cuop-ngan-hang-bat-thanh-phong-hoa-tu-thieu-4191753.html
Đột nhập cửa hàng của người đi tránh lũ,"Thứ bảy, 14/11/2020, 09:36 (GMT+7)",https://vnexpress.net/dot-nhap-cua-hang-cua-nguoi-di-tranh-lu-4191637.html
Tội phạm Trung Quốc bị cấm thanh toán di động,"Thứ bảy, 14/11/2020, 09:35 (GMT+7)",https://vnexpress.net/toi-pham-trung-quoc-bi-cam-thanh-toan-di-dong-4191524.html
ADN trên dây giày tố cáo kẻ sát nhân,"Thứ bảy, 14/11/2020, 00:00 (GMT+7)",https://vnexpress.net/adn-tren-day-giay-to-cao-ke-sat-nhan-4191250.html
"Công chứng nhầm sổ đỏ giả, công chứng viên chịu trách nhiệm gì?","Thứ bảy, 14/11/2020, 00:00 (GMT+7)",https://vnexpress.net/cong-chung-nham-so-do-gia-cong-chung-vien-chiu-trach-nhiem-gi-4191179.html
Chưa đóng bảo hiểm có được hưởng chế độ thai sản không?,"Thứ bảy, 14/11/2020, 00:00 (GMT+7)",https://vnexpress.net/chua-dong-bao-hiem-co-duoc-huong-che-do-thai-san-khong-4190311.html
Thanh niên tháo trộm bánh xe bị khởi tố,"Thứ sáu, 13/11/2020, 21:51 (GMT+7)",https://vnexpress.net/thanh-nien-thao-trom-banh-xe-bi-khoi-to-4191554.html
Bốn ngày truy dấu vết sát thủ,"Thứ sáu, 13/11/2020, 20:00 (GMT+7)",https://vnexpress.net/bon-ngay-truy-dau-vet-sat-thu-4189622.html
Kỹ sư liên quan đường tránh 250 tỷ đồng sụt lún bị khởi tố,"Thứ sáu, 13/11/2020, 19:35 (GMT+7)",https://vnexpress.net/ky-su-lien-quan-duong-tranh-250-ty-dong-sut-lun-bi-khoi-to-4191553.html
Kê biên tài sản công ty nợ lương 200 công nhân,"Thứ sáu, 13/11/2020, 18:44 (GMT+7)",https://vnexpress.net/ke-bien-tai-san-cong-ty-no-luong-200-cong-nhan-4191535.html
Bắt kẻ trốn truy nã,"Thứ sáu, 13/11/2020, 18:38 (GMT+7)",https://vnexpress.net/bat-ke-tron-truy-na-4191528.html
Lừa tuyển lao động sang Canada,"Thứ sáu, 13/11/2020, 17:10 (GMT+7)",https://vnexpress.net/lua-tuyen-lao-dong-sang-canada-4191439.html
"Tử hình kẻ cuồng ghen, đâm chết bạn thân","Thứ sáu, 13/11/2020, 15:42 (GMT+7)",https://vnexpress.net/tu-hinh-ke-cuong-ghen-dam-chet-ban-than-4191358.html
Lộ tung tích do ham mua sắm qua mạng,"Thứ sáu, 13/11/2020, 15:41 (GMT+7)",https://vnexpress.net/lo-tung-tich-do-ham-mua-sam-qua-mang-4191290.html
Bị tống tiền bằng clip khỏa thân,"Thứ sáu, 13/11/2020, 12:58 (GMT+7)",https://vnexpress.net/bi-tong-tien-bang-clip-khoa-than-4191282.html
Huấn 'Hoa hồng' lần thứ ba bị phạt,"Thứ sáu, 13/11/2020, 11:36 (GMT+7)",https://vnexpress.net/huan-hoa-hong-lan-thu-ba-bi-phat-4191242.html
Kiến trúc trụ sở Tòa Tối cao Mỹ,"Thứ sáu, 13/11/2020, 00:00 (GMT+7)",https://vnexpress.net/kien-truc-tru-so-toa-toi-cao-my-4190995.html
Toà huỷ biện pháp ngăn chặn dự án khu dân cư,"Thứ sáu, 13/11/2020, 00:00 (GMT+7)",https://vnexpress.net/toa-huy-bien-phap-ngan-chan-du-an-khu-dan-cu-4190989.html
Từ năm 2021 sẽ được xây nhà trên đất 'quy hoạch treo'?,"Thứ sáu, 13/11/2020, 00:00 (GMT+7)",https://vnexpress.net/tu-nam-2021-se-duoc-xay-nha-tren-dat-quy-hoach-treo-4190802.html
Khi nào bố được nuôi con dưới 3 tuổi sau ly hôn?,"Thứ sáu, 13/11/2020, 00:00 (GMT+7)",https://vnexpress.net/khi-nao-bo-duoc-nuoi-con-duoi-3-tuoi-sau-ly-hon-4189854.html
Hơn 50 cảnh sát truy lùng kẻ giết xe ôm,"Thứ năm, 12/11/2020, 21:44 (GMT+7)",https://vnexpress.net/hon-50-canh-sat-truy-lung-ke-giet-xe-om-4191003.html
Cưỡng bức thiếu nữ ở đường vắng,"Thứ năm, 12/11/2020, 17:24 (GMT+7)",https://vnexpress.net/cuong-buc-thieu-nu-o-duong-vang-4190943.html
Gây án vì người tình bỏ đi,"Thứ năm, 12/11/2020, 13:08 (GMT+7)",https://vnexpress.net/gay-an-vi-nguoi-tinh-bo-di-4190735.html
Tòa án tối cao có thêm ba thẩm phán,"Thứ năm, 12/11/2020, 13:04 (GMT+7)",https://vnexpress.net/toa-an-toi-cao-co-them-ba-tham-phan-4190731.html
Đoạt mạng hàng xóm,"Thứ năm, 12/11/2020, 12:55 (GMT+7)",https://vnexpress.net/doat-mang-hang-xom-4190714.html
Thăng quân hàm với thượng úy công an hy sinh,"Thứ năm, 12/11/2020, 12:46 (GMT+7)",https://vnexpress.net/thang-quan-ham-voi-thuong-uy-cong-an-hy-sinh-4190660.html
Tài xế xe ôm bị đâm tử vong,"Thứ năm, 12/11/2020, 10:58 (GMT+7)",https://vnexpress.net/tai-xe-xe-om-bi-dam-tu-vong-4190649.html
"Gia chủ không ở Việt Nam, bán nhà theo thủ tục nào?","Thứ năm, 12/11/2020, 10:27 (GMT+7)",https://vnexpress.net/gia-chu-khong-o-viet-nam-ban-nha-theo-thu-tuc-nao-4189862.html
Cựu thẩm phán Mỹ báo thù,"Thứ năm, 12/11/2020, 00:00 (GMT+7)",https://vnexpress.net/cuu-tham-phan-my-bao-thu-4190416.html
Chủ dự án biệt thự 'chiếm đoạt hơn 200 tỷ đồng',"Thứ năm, 12/11/2020, 00:00 (GMT+7)",https://vnexpress.net/chu-du-an-biet-thu-chiem-doat-hon-200-ty-dong-4190396.html
Doanh nghiệp nước ngoài có được kinh doanh bất động sản?,"Thứ năm, 12/11/2020, 00:00 (GMT+7)",https://vnexpress.net/doanh-nghiep-nuoc-ngoai-co-duoc-kinh-doanh-bat-dong-san-4189857.html
"Hàng xóm thường bỏ rác trước nhà, phải làm sao?","Thứ năm, 12/11/2020, 00:00 (GMT+7)",https://vnexpress.net/hang-xom-thuong-bo-rac-truoc-nha-phai-lam-sao-4189805.html
Vì sao thẩm phán Mỹ mặc áo choàng đen?,"Thứ tư, 11/11/2020, 21:31 (GMT+7)",https://vnexpress.net/vi-sao-tham-phan-my-mac-ao-choang-den-4190355.html
Đường dây bán ma tuý ở Đà Nẵng bị triệt phá,"Thứ tư, 11/11/2020, 17:12 (GMT+7)",https://vnexpress.net/duong-day-ban-ma-tuy-o-da-nang-bi-triet-pha-4190372.html
Hơn 3 tấn pháo hoa bị phát hiện trên xe tải,"Thứ tư, 11/11/2020, 16:02 (GMT+7)",https://vnexpress.net/hon-3-tan-phao-hoa-bi-phat-hien-tren-xe-tai-4190238.html
Chém người vì nghĩ bị nhìn đểu,"Thứ tư, 11/11/2020, 14:36 (GMT+7)",https://vnexpress.net/chem-nguoi-vi-nghi-bi-nhin-deu-4190125.html
Chủ xưởng mộc chiếm đoạt 21 ôtô,"Thứ tư, 11/11/2020, 14:09 (GMT+7)",https://vnexpress.net/chu-xuong-moc-chiem-doat-21-oto-4190181.html
Trinh sát biên phòng đấu súng với nhóm nghi phạm,"Thứ tư, 11/11/2020, 13:48 (GMT+7)",https://vnexpress.net/trinh-sat-bien-phong-dau-sung-voi-nhom-nghi-pham-4190176.html
Kẻ buôn ma túy nổ súng khi bị bao vây,"Thứ tư, 11/11/2020, 13:08 (GMT+7)",https://vnexpress.net/ke-buon-ma-tuy-no-sung-khi-bi-bao-vay-4190173.html
Thượng úy công an bị tấn công khi giải quyết xô xát,"Thứ tư, 11/11/2020, 11:10 (GMT+7)",https://vnexpress.net/thuong-uy-cong-an-bi-tan-cong-khi-giai-quyet-xo-xat-4190100.html
"Mạo danh chủ đầu tư dự án bất động sản, lừa ký 55 hợp đồng","Thứ tư, 11/11/2020, 10:54 (GMT+7)",https://vnexpress.net/mao-danh-chu-dau-tu-du-an-bat-dong-san-lua-ky-55-hop-dong-4190104.html
Hai đạo chích 'càn quét' các gia đình hàng xóm,"Thứ tư, 11/11/2020, 10:14 (GMT+7)",https://vnexpress.net/hai-dao-chich-can-quet-cac-gia-dinh-hang-xom-4189668.html
Giám đốc dự án 'ma' có giấy chứng nhận tâm thần,"Thứ tư, 11/11/2020, 00:00 (GMT+7)",https://vnexpress.net/giam-doc-du-an-ma-co-giay-chung-nhan-tam-than-4189581.html
Bắt hai kẻ chiếm đoạt tiền của chủ tàu thuyền,"Thứ ba, 10/11/2020, 21:40 (GMT+7)",https://vnexpress.net/bat-hai-ke-chiem-doat-tien-cua-chu-tau-thuyen-4189874.html
Chủ tịch Công ty Cổ phần đầu tư tập đoàn Đại Nam bị bắt,"Thứ ba, 10/11/2020, 19:48 (GMT+7)",https://vnexpress.net/chu-tich-cong-ty-co-phan-dau-tu-tap-doan-dai-nam-bi-bat-4189861.html
Đặc nhiệm nổ súng bắt cướp,"Thứ ba, 10/11/2020, 17:45 (GMT+7)",https://vnexpress.net/dac-nhiem-no-sung-bat-cuop-4189816.html
Thêm cảnh sát ở TP HCM bị bắt,"Thứ ba, 10/11/2020, 16:22 (GMT+7)",https://vnexpress.net/them-canh-sat-o-tp-hcm-bi-bat-4189772.html
Bảo vệ chung cư xịt sơn vào ôtô,"Thứ ba, 10/11/2020, 15:42 (GMT+7)",https://vnexpress.net/bao-ve-chung-cu-xit-son-vao-oto-4189695.html
Hai thanh niên chuyên trộm xe Exciter,"Thứ ba, 10/11/2020, 15:29 (GMT+7)",https://vnexpress.net/hai-thanh-nien-chuyen-trom-xe-exciter-4189642.html
Vứt hai cân ma túy đá ra đường,"Thứ ba, 10/11/2020, 15:07 (GMT+7)",https://vnexpress.net/vut-hai-can-ma-tuy-da-ra-duong-4189629.html
Cựu giám đốc CDC Hà Nội chủ mưu nâng giá máy xét nghiệm,"Thứ ba, 10/11/2020, 11:56 (GMT+7)",https://vnexpress.net/cuu-giam-doc-cdc-ha-noi-chu-muu-nang-gia-may-xet-nghiem-4189529.html
Cựu cán bộ Tòa Cấp cao bị bắt,"Thứ ba, 10/11/2020, 10:50 (GMT+7)",https://vnexpress.net/cuu-can-bo-toa-cap-cao-bi-bat-4189543.html
Phát đạn xuyên tường của kẻ si tình,"Thứ ba, 10/11/2020, 00:00 (GMT+7)",https://vnexpress.net/phat-dan-xuyen-tuong-cua-ke-si-tinh-4189295.html
"Vợ không đóng bảo hiểm, chồng có được hưởng chế độ thai sản?","Thứ ba, 10/11/2020, 00:00 (GMT+7)",https://vnexpress.net/vo-khong-dong-bao-hiem-chong-co-duoc-huong-che-do-thai-san-4189228.html
Tăng giá hàng hóa khi thiên tai bị xử lý thế nào?,"Thứ ba, 10/11/2020, 00:00 (GMT+7)",https://vnexpress.net/tang-gia-hang-hoa-khi-thien-tai-bi-xu-ly-the-nao-4189052.html
Nhóm nâng giá máy xét nghiệm Covid-19 bị truy tố,"Thứ hai, 9/11/2020, 21:37 (GMT+7)",https://vnexpress.net/nhom-nang-gia-may-xet-nghiem-covid-19-bi-truy-to-4189311.html
Người phụ nữ rơi lầu chung cư bị trầm cảm,"Thứ hai, 9/11/2020, 19:54 (GMT+7)",https://vnexpress.net/nguoi-phu-nu-roi-lau-chung-cu-bi-tram-cam-4189294.html
Khách hành hương núi Sam bị cưỡng đoạt tiền,"Thứ hai, 9/11/2020, 17:39 (GMT+7)",https://vnexpress.net/khach-hanh-huong-nui-sam-bi-cuong-doat-tien-4189231.html
Ông lão xâm hại tình dục bé gái 13 tuổi,"Thứ hai, 9/11/2020, 16:22 (GMT+7)",https://vnexpress.net/ong-lao-xam-hai-tinh-duc-be-gai-13-tuoi-4189184.html
"Bị truy đuổi, trộm nổ súng vào cảnh sát","Thứ hai, 9/11/2020, 15:46 (GMT+7)",https://vnexpress.net/bi-truy-duoi-trom-no-sung-vao-canh-sat-4189134.html
Kẻ cầm đầu đường dây đánh bạc 10.000 tỷ đồng bị truy nã,"Thứ hai, 9/11/2020, 15:45 (GMT+7)",https://vnexpress.net/ke-cam-dau-duong-day-danh-bac-10-000-ty-dong-bi-truy-na-4189137.html
Khởi tố vụ án đá rơi làm chết công nhân,"Thứ hai, 9/11/2020, 15:24 (GMT+7)",https://vnexpress.net/khoi-to-vu-an-da-roi-lam-chet-cong-nhan-4189030.html
