Titles,Dates,Sources
Biden muốn nhanh chóng đảo ngược các chính sách của Trump,"Chủ nhật, 8/11/2020, 23:21 (GMT+7)",https://vnexpress.net/biden-muon-nhanh-chong-dao-nguoc-cac-chinh-sach-cua-trump-4188768.html
Trump tiếp tục phàn nàn về gian lận bầu cử,"Chủ nhật, 8/11/2020, 22:17 (GMT+7)",https://vnexpress.net/trump-tiep-tuc-phan-nan-ve-gian-lan-bau-cu-4188751.html
Biden thành chủ đề 'nóng' nhất mạng xã hội Trung Quốc,"Chủ nhật, 8/11/2020, 20:35 (GMT+7)",https://vnexpress.net/biden-thanh-chu-de-nong-nhat-mang-xa-hoi-trung-quoc-4188734.html
Người biểu tình Thái Lan kêu gọi nhà vua đối thoại,"Chủ nhật, 8/11/2020, 19:17 (GMT+7)",https://vnexpress.net/nguoi-bieu-tinh-thai-lan-keu-goi-nha-vua-doi-thoai-4188723.html
Philippines ủng hộ ứng viên Trung Quốc vào Tòa án Công lý Quốc tế,"Chủ nhật, 8/11/2020, 18:50 (GMT+7)",https://vnexpress.net/philippines-ung-ho-ung-vien-trung-quoc-vao-toa-an-cong-ly-quoc-te-4188720.html
Cháu gái Trump ăn mừng vì chú bị 'hạ bệ',"Chủ nhật, 8/11/2020, 17:04 (GMT+7)",https://vnexpress.net/chau-gai-trump-an-mung-vi-chu-bi-ha-be-4188694.html
Con rể có thể đã thuyết phục Trump nhận thua,"Chủ nhật, 8/11/2020, 16:52 (GMT+7)",https://vnexpress.net/con-re-co-the-da-thuyet-phuc-trump-nhan-thua-4188687.html
Mỹ ghi nhận kỷ lục hơn 132.000 ca nCoV một ngày,"Chủ nhật, 8/11/2020, 16:23 (GMT+7)",https://vnexpress.net/my-ghi-nhan-ky-luc-hon-132-000-ca-ncov-mot-ngay-4188672.html
"Người Mỹ bầu Biden để chấm dứt hỗn loạn, 'phục hồi nhân phẩm'","Chủ nhật, 8/11/2020, 16:18 (GMT+7)",https://vnexpress.net/nguoi-my-bau-biden-de-cham-dut-hon-loan-phuc-hoi-nhan-pham-4188583.html
Kỳ bầu cử căng thẳng đưa Biden đến vinh quang,"Chủ nhật, 8/11/2020, 15:38 (GMT+7)",https://vnexpress.net/ky-bau-cu-cang-thang-dua-biden-den-vinh-quang-4188674.html
Jill Biden - tiến sĩ trở thành tân đệ nhất phu nhân Mỹ,"Chủ nhật, 8/11/2020, 15:34 (GMT+7)",https://vnexpress.net/jill-biden-tien-si-tro-thanh-tan-de-nhat-phu-nhan-my-4188612.html
Trump gây nhầm lẫn về địa điểm luật sư họp báo,"Chủ nhật, 8/11/2020, 14:56 (GMT+7)",https://vnexpress.net/trump-gay-nham-lan-ve-dia-diem-luat-su-hop-bao-4188653.html
Phu nhân Biden sẽ tiếp tục 'làm công ăn lương',"Chủ nhật, 8/11/2020, 14:35 (GMT+7)",https://vnexpress.net/phu-nhan-biden-se-tiep-tuc-lam-cong-an-luong-4188579.html
Toàn văn tuyên bố chiến thắng của Biden,"Chủ nhật, 8/11/2020, 13:58 (GMT+7)",https://vnexpress.net/toan-van-tuyen-bo-chien-thang-cua-biden-4188630.html
Cử tri Mỹ gốc Việt tranh cãi về chiến thắng của Biden,"Chủ nhật, 8/11/2020, 12:15 (GMT+7)",https://vnexpress.net/cu-tri-my-goc-viet-tranh-cai-ve-chien-thang-cua-biden-4188400.html
Truyền thông châu Âu nói 'Chúa phù hộ Mỹ' khi Biden đắc cử,"Chủ nhật, 8/11/2020, 11:49 (GMT+7)",https://vnexpress.net/truyen-thong-chau-au-noi-chua-phu-ho-my-khi-biden-dac-cu-4188613.html
Nước Mỹ ăn mừng Biden chiến thắng trong bộn bề chia rẽ,"Chủ nhật, 8/11/2020, 11:31 (GMT+7)",https://vnexpress.net/nuoc-my-an-mung-biden-chien-thang-trong-bon-be-chia-re-4188597.html
Số phiếu đại cử tri của Biden sẽ được xác nhận thế nào?,"Chủ nhật, 8/11/2020, 10:45 (GMT+7)",https://vnexpress.net/so-phieu-dai-cu-tri-cua-biden-se-duoc-xac-nhan-the-nao-4188510.html
Thị trấn 'tổ tiên của Biden' ăn mừng chiến thắng,"Chủ nhật, 8/11/2020, 09:24 (GMT+7)",https://vnexpress.net/thi-tran-to-tien-cua-biden-an-mung-chien-thang-4188532.html
Tổng thống Mexico nói còn quá sớm để chúc mừng Biden,"Chủ nhật, 8/11/2020, 08:45 (GMT+7)",https://vnexpress.net/tong-thong-mexico-noi-con-qua-som-de-chuc-mung-biden-4188544.html
Chiến dịch của Trump đệ đơn kiện ở Arizona,"Chủ nhật, 8/11/2020, 08:08 (GMT+7)",https://vnexpress.net/chien-dich-cua-trump-de-don-kien-o-arizona-4188530.html
"Biden tuyên bố chiến thắng, cam kết 'hàn gắn linh hồn nước Mỹ'","Chủ nhật, 8/11/2020, 08:00 (GMT+7)",https://vnexpress.net/biden-tuyen-bo-chien-thang-cam-ket-han-gan-linh-hon-nuoc-my-4188538-tong-thuat.html
Ba yếu tố giúp Biden đánh bại Trump,"Chủ nhật, 8/11/2020, 07:55 (GMT+7)",https://vnexpress.net/ba-yeu-to-giup-biden-danh-bai-trump-4188507.html
Georgia xem xét kiểm lại phiếu ở hạt ủng hộ Biden,"Chủ nhật, 8/11/2020, 07:42 (GMT+7)",https://vnexpress.net/georgia-xem-xet-kiem-lai-phieu-o-hat-ung-ho-biden-4188531.html
Sức ảnh hưởng của Trump sau khi rời Nhà Trắng,"Chủ nhật, 8/11/2020, 07:00 (GMT+7)",https://vnexpress.net/suc-anh-huong-cua-trump-sau-khi-roi-nha-trang-4188137.html
Biden - Trump phá kỷ lục phiếu bầu phổ thông,"Chủ nhật, 8/11/2020, 06:48 (GMT+7)",https://vnexpress.net/biden-trump-pha-ky-luc-phieu-bau-pho-thong-4188511.html
"Trump đang tức giận, 'sẽ không dự lễ nhậm chức của Biden'","Chủ nhật, 8/11/2020, 06:47 (GMT+7)",https://vnexpress.net/trump-dang-tuc-gian-se-khong-du-le-nham-chuc-cua-biden-4188520.html
Quá trình 'pháo đài đỏ' Arizona đổi xanh,"Chủ nhật, 8/11/2020, 06:00 (GMT+7)",https://vnexpress.net/qua-trinh-phao-dai-do-arizona-doi-xanh-4188446.html
Cả nhà Biden ôm nhau sau chiến thắng,"Chủ nhật, 8/11/2020, 05:47 (GMT+7)",https://vnexpress.net/ca-nha-biden-om-nhau-sau-chien-thang-4188513.html
32 năm Biden hiện thực hóa giấc mơ tổng thống,"Chủ nhật, 8/11/2020, 03:48 (GMT+7)",https://vnexpress.net/32-nam-biden-hien-thuc-hoa-giac-mo-tong-thong-4188506.html
Người ủng hộ Trump biểu tình phản đối kết quả bầu cử,"Chủ nhật, 8/11/2020, 03:41 (GMT+7)",https://vnexpress.net/nguoi-ung-ho-trump-bieu-tinh-phan-doi-ket-qua-bau-cu-4188505.html
Các cựu tổng thống Mỹ chúc mừng Biden,"Chủ nhật, 8/11/2020, 03:01 (GMT+7)",https://vnexpress.net/cac-cuu-tong-thong-my-chuc-mung-biden-4188491.html
Chuyến chơi golf trước khi Trump thất cử,"Chủ nhật, 8/11/2020, 02:54 (GMT+7)",https://vnexpress.net/chuyen-choi-golf-truoc-khi-trump-that-cu-4188492.html
Trump 'nhập hội' tổng thống Mỹ 'về vườn' sau một nhiệm kỳ,"Chủ nhật, 8/11/2020, 02:26 (GMT+7)",https://vnexpress.net/trump-nhap-hoi-tong-thong-my-ve-vuon-sau-mot-nhiem-ky-4188478.html
Khó khăn với Biden khi tiếp quản quyền lực từ Trump,"Chủ nhật, 8/11/2020, 02:18 (GMT+7)",https://vnexpress.net/kho-khan-voi-biden-khi-tiep-quan-quyen-luc-tu-trump-4187382.html
Obama cảnh báo Biden đối mặt 'thách thức khổng lồ',"Chủ nhật, 8/11/2020, 01:49 (GMT+7)",https://vnexpress.net/obama-canh-bao-biden-doi-mat-thach-thuc-khong-lo-4188487.html
Lãnh đạo thế giới chúc mừng Biden đắc cử,"Chủ nhật, 8/11/2020, 01:15 (GMT+7)",https://vnexpress.net/lanh-dao-the-gioi-chuc-mung-biden-dac-cu-4188477.html
Harris tươi cười gọi điện chúc mừng Biden đắc cử,"Chủ nhật, 8/11/2020, 01:08 (GMT+7)",https://vnexpress.net/harris-tuoi-cuoi-goi-dien-chuc-mung-biden-dac-cu-4188482.html
Người ủng hộ ăn mừng Biden đắc cử,"Chủ nhật, 8/11/2020, 01:06 (GMT+7)",https://vnexpress.net/nguoi-ung-ho-an-mung-biden-dac-cu-4188480.html
Covid-19 ngáng chân Trump tái lập kỳ tích,"Chủ nhật, 8/11/2020, 00:40 (GMT+7)",https://vnexpress.net/covid-19-ngang-chan-trump-tai-lap-ky-tich-4183617.html
Trump: 'Bầu cử còn lâu mới chấm dứt',"Chủ nhật, 8/11/2020, 00:21 (GMT+7)",https://vnexpress.net/trump-bau-cu-con-lau-moi-cham-dut-4188474.html
Tương lai nước Mỹ dưới thời Biden,"Chủ nhật, 8/11/2020, 00:11 (GMT+7)",https://vnexpress.net/tuong-lai-nuoc-my-duoi-thoi-biden-4187813.html
Biden: 'Đã đến lúc nước Mỹ đoàn kết',"Chủ nhật, 8/11/2020, 00:04 (GMT+7)",https://vnexpress.net/biden-da-den-luc-nuoc-my-doan-ket-4188475.html
Chiến thuật dựng lại 'bức tường xanh' giúp Biden đắc cử,"Chủ nhật, 8/11/2020, 00:00 (GMT+7)",https://vnexpress.net/chien-thuat-dung-lai-buc-tuong-xanh-giup-biden-dac-cu-4186816.html
Joe Biden - Người cam kết hàn gắn nước Mỹ,"Thứ bảy, 7/11/2020, 23:45 (GMT+7)",https://vnexpress.net/joe-biden-nguoi-cam-ket-han-gan-nuoc-my-4186616.html
Những lựa chọn nhân sự hàng đầu trong chính quyền Biden,"Thứ bảy, 7/11/2020, 23:18 (GMT+7)",https://vnexpress.net/nhung-lua-chon-nhan-su-hang-dau-trong-chinh-quyen-biden-4188167.html
Nhân viên kiểm phiếu Mỹ phải 'lánh nạn',"Thứ bảy, 7/11/2020, 22:16 (GMT+7)",https://vnexpress.net/nhan-vien-kiem-phieu-my-phai-lanh-nan-4188455.html
Tình yêu 43 năm của vợ chồng Biden,"Thứ bảy, 7/11/2020, 22:12 (GMT+7)",https://vnexpress.net/tinh-yeu-43-nam-cua-vo-chong-biden-4188451.html
Không khí rệu rã bao trùm đội ngũ của Trump,"Thứ bảy, 7/11/2020, 20:57 (GMT+7)",https://vnexpress.net/khong-khi-reu-ra-bao-trum-doi-ngu-cua-trump-4188416.html
Biden: 'Chúng tôi sẽ thắng cuộc đua này',"Thứ bảy, 7/11/2020, 20:07 (GMT+7)",https://vnexpress.net/biden-chung-toi-se-thang-cuoc-dua-nay-4188439.html
Người ủng hộ Trump ngậm ngùi gấp cờ,"Thứ bảy, 7/11/2020, 19:30 (GMT+7)",https://vnexpress.net/nguoi-ung-ho-trump-ngam-ngui-gap-co-4188410.html
Lái xe chở đầy phiếu giả đến điểm bầu cử,"Thứ bảy, 7/11/2020, 18:33 (GMT+7)",https://vnexpress.net/lai-xe-cho-day-phieu-gia-den-diem-bau-cu-4188411.html
Biden đắc cử tổng thống Mỹ,"Thứ bảy, 7/11/2020, 17:46 (GMT+7)",https://vnexpress.net/biden-dac-cu-tong-thong-my-4188414-tong-thuat.html
Cáo buộc của Trump gây nghi ngại về hệ thống bầu cử Mỹ,"Thứ bảy, 7/11/2020, 17:19 (GMT+7)",https://vnexpress.net/cao-buoc-cua-trump-gay-nghi-ngai-ve-he-thong-bau-cu-my-4188381.html
Cách Georgia kiểm lại phiếu,"Thứ bảy, 7/11/2020, 15:54 (GMT+7)",https://vnexpress.net/cach-georgia-kiem-lai-phieu-4188377.html
Đại sứ quán Mỹ dịu giọng với Trung Quốc,"Thứ bảy, 7/11/2020, 15:26 (GMT+7)",https://vnexpress.net/dai-su-quan-my-diu-giong-voi-trung-quoc-4188361.html
Khi nào 5 bang chiến trường kết thúc kiểm phiếu?,"Thứ bảy, 7/11/2020, 15:21 (GMT+7)",https://vnexpress.net/khi-nao-5-bang-chien-truong-ket-thuc-kiem-phieu-4188370.html
Bốn ngày 'màu cạnh tranh' Trump - Biden đổi dần từ đỏ sang xanh,"Thứ bảy, 7/11/2020, 15:06 (GMT+7)",https://vnexpress.net/bon-ngay-mau-canh-tranh-trump-biden-doi-dan-tu-do-sang-xanh-4188246.html
Đẻ con gái sau khi sinh 14 con trai,"Thứ bảy, 7/11/2020, 13:57 (GMT+7)",https://vnexpress.net/de-con-gai-sau-khi-sinh-14-con-trai-4188346.html
Người ủng hộ cầu Chúa phù hộ Trump đắc cử,"Thứ bảy, 7/11/2020, 13:11 (GMT+7)",https://vnexpress.net/nguoi-ung-ho-cau-chua-phu-ho-trump-dac-cu-4188320.html
Liệu có gian lận trong bầu cử tổng thống Mỹ?,"Thứ bảy, 7/11/2020, 12:33 (GMT+7)",https://vnexpress.net/lieu-co-gian-lan-trong-bau-cu-tong-thong-my-4188222.html
'Cửa thắng' của Biden và Trump ba ngày sau bầu cử,"Thứ bảy, 7/11/2020, 12:06 (GMT+7)",https://vnexpress.net/cua-thang-cua-biden-va-trump-ba-ngay-sau-bau-cu-4188218.html
So sánh Trump với các ứng viên tổng thống khi gặp bất lợi,"Thứ bảy, 7/11/2020, 11:57 (GMT+7)",https://vnexpress.net/so-sanh-trump-voi-cac-ung-vien-tong-thong-khi-gap-bat-loi-4188312.html
Chánh văn phòng Nhà Trắng 'dương tính nCoV',"Thứ bảy, 7/11/2020, 11:40 (GMT+7)",https://vnexpress.net/chanh-van-phong-nha-trang-duong-tinh-ncov-4188309.html
Melania Trump lần đầu lên tiếng sau bầu cử,"Thứ bảy, 7/11/2020, 11:16 (GMT+7)",https://vnexpress.net/melania-trump-lan-dau-len-tieng-sau-bau-cu-4188289.html
Bầu cử tổng thống phơi bày nước Mỹ chia rẽ,"Thứ bảy, 7/11/2020, 10:59 (GMT+7)",https://vnexpress.net/bau-cu-tong-thong-phoi-bay-nuoc-my-chia-re-4188210.html
Chính quyền Trump có thể bán 10 tỷ USD vũ khí cho UAE,"Thứ bảy, 7/11/2020, 10:43 (GMT+7)",https://vnexpress.net/chinh-quyen-trump-co-the-ban-10-ty-usd-vu-khi-cho-uae-4188262.html
Lỗi phần mềm chuyển 6.000 phiếu của Trump cho Biden,"Thứ bảy, 7/11/2020, 10:34 (GMT+7)",https://vnexpress.net/loi-phan-mem-chuyen-6-000-phieu-cua-trump-cho-biden-4188290.html
Đảng Cộng hòa chia rẽ khi Trump tố bầu cử 'gian lận',"Thứ bảy, 7/11/2020, 09:55 (GMT+7)",https://vnexpress.net/dang-cong-hoa-chia-re-khi-trump-to-bau-cu-gian-lan-4188219.html
Người hùng mang hy vọng cho cuộc đấu pháp lý của Trump,"Thứ bảy, 7/11/2020, 09:17 (GMT+7)",https://vnexpress.net/nguoi-hung-mang-hy-vong-cho-cuoc-dau-phap-ly-cua-trump-4188181.html
Người ủng hộ Trump và Biden biểu tình ở Pennsylvania,"Thứ bảy, 7/11/2020, 08:08 (GMT+7)",https://vnexpress.net/nguoi-ung-ho-trump-va-biden-bieu-tinh-o-pennsylvania-4188194.html
Biden tự tin giành hơn 300 phiếu đại cử tri,"Thứ bảy, 7/11/2020, 07:50 (GMT+7)",https://vnexpress.net/biden-tu-tin-gianh-hon-300-phieu-dai-cu-tri-4188198-tong-thuat.html
"Ca Covid-19 tăng kỷ lục ở Âu, Mỹ","Thứ bảy, 7/11/2020, 06:49 (GMT+7)",https://vnexpress.net/ca-covid-19-tang-ky-luc-o-au-my-4188180.html
Trump cảnh báo Biden 'không tuyên bố đắc cử',"Thứ bảy, 7/11/2020, 06:34 (GMT+7)",https://vnexpress.net/trump-canh-bao-biden-khong-tuyen-bo-dac-cu-4188185.html
Trump có thể đảo ngược tình thế ở Georgia nhờ phiếu quân đội,"Thứ bảy, 7/11/2020, 06:06 (GMT+7)",https://vnexpress.net/trump-co-the-dao-nguoc-tinh-the-o-georgia-nho-phieu-quan-doi-4188183.html
Bang Nevada thành trò đùa vì kiểm phiếu chậm,"Thứ bảy, 7/11/2020, 05:39 (GMT+7)",https://vnexpress.net/bang-nevada-thanh-tro-dua-vi-kiem-phieu-cham-4188178.html
Chạy đua gây quỹ 60 triệu USD cho Trump đấu pháp lý,"Thứ bảy, 7/11/2020, 05:30 (GMT+7)",https://vnexpress.net/chay-dua-gay-quy-60-trieu-usd-cho-trump-dau-phap-ly-4188175.html
Đảng Cộng hòa tiếp tục đệ đơn kiện khẩn ở Pennsylvania,"Thứ bảy, 7/11/2020, 05:02 (GMT+7)",https://vnexpress.net/dang-cong-hoa-tiep-tuc-de-don-kien-khan-o-pennsylvania-4188176.html
Trump bám víu tia hy vọng kiểm phiếu lại,"Thứ bảy, 7/11/2020, 04:39 (GMT+7)",https://vnexpress.net/trump-bam-viu-tia-hy-vong-kiem-phieu-lai-4188165.html
Biden tăng thêm cách biệt với Trump ở Georgia,"Thứ bảy, 7/11/2020, 04:31 (GMT+7)",https://vnexpress.net/bau-cu-tong-thong-my-ngay-7-11-4188174.html
Truyền thống nhận thua của ứng viên tổng thống Mỹ,"Thứ bảy, 7/11/2020, 00:39 (GMT+7)",https://vnexpress.net/truyen-thong-nhan-thua-cua-ung-vien-tong-thong-my-4188157.html
Nga bác tin Putin sắp từ chức,"Thứ bảy, 7/11/2020, 00:33 (GMT+7)",https://vnexpress.net/nga-bac-tin-putin-sap-tu-chuc-4188166.html
